num_builds,average_cost,num_iters,time
2.0,253.2911685610399,12.270833333333334,32.42458486557007
3.0,192.09702136487383,123.90625,262.5597679615021
4.0,380.23832062603816,1285.1145833333333,3812.9369649887085
5.0,307.08265320022844,1825.7291666666667,5435.459578990936
6.0,274.6600368884255,2464.7916666666665,8614.358531951904
7.0,504.79299925908487,3631.7604166666665,13393.250766038895
8.0,463.7601125818724,10150.427083333334,46630.31448793411
9.0,402.74501710623235,19546.052083333332,78184.15326881409
