delta_G,repeat,average_cost,num_iters,time
111.11888888888889,1.0,489.7935687596099,65.1875,37.95514106750488
111.11888888888889,2.0,493.6717873800544,57.645833333333336,33.643532037734985
111.11888888888889,3.0,484.80491180174806,49.197916666666664,32.234503984451294
111.11888888888889,4.0,493.98581931691945,64.46875,36.7888879776001
111.11888888888889,5.0,489.3321625281005,49.989583333333336,30.43476891517639
111.11888888888889,6.0,488.8771384302281,55.645833333333336,30.17657709121704
111.11888888888889,7.0,489.25942640974273,50.979166666666664,28.218671083450317
111.11888888888889,8.0,485.8792301140182,56.916666666666664,35.45161509513855
111.11888888888889,9.0,494.8849757069803,69.32291666666667,33.080912828445435
111.11888888888889,10.0,489.25342719131686,50.0,31.35766315460205
116.16929292929294,1.0,488.9169431935819,38.770833333333336,25.235991954803467
116.16929292929294,2.0,489.12408000569246,53.03125,33.692760944366455
116.16929292929294,3.0,488.9762243227049,53.614583333333336,32.84073305130005
116.16929292929294,4.0,490.3449718515867,61.09375,36.219489097595215
116.16929292929294,5.0,489.8499863776873,64.05208333333333,37.414329051971436
116.16929292929294,6.0,494.6739854543645,67.08333333333333,35.66604804992676
116.16929292929294,7.0,489.92424126003044,62.375,39.16345405578613
116.16929292929294,8.0,410.5335958811517,58.40625,40.356672048568726
116.16929292929294,9.0,490.31761580004934,61.041666666666664,37.48011803627014
121.21969696969697,1.0,494.72098480744046,72.25,39.82024693489075
121.21969696969697,2.0,489.21441627245497,54.604166666666664,34.245993852615356
121.21969696969697,3.0,493.46599974235704,59.84375,34.37271809577942
121.21969696969697,4.0,484.65042141762643,47.791666666666664,35.30108594894409
121.21969696969697,5.0,490.13088942478646,60.9375,35.052114963531494
121.21969696969697,6.0,494.8760049270183,66.38541666666667,35.32546091079712
121.21969696969697,7.0,494.4484885570349,78.42708333333333,40.868155002593994
121.21969696969697,8.0,489.65921461604614,53.677083333333336,33.28673195838928
121.21969696969697,9.0,494.9907042547626,75.57291666666667,39.36365604400635
121.21969696969697,10.0,493.867511135144,57.5625,34.264986991882324
126.27010101010102,1.0,489.2086271819773,52.385416666666664,33.88095283508301
126.27010101010102,2.0,406.80813034265174,47.833333333333336,37.29870104789734
126.27010101010102,3.0,488.9122259541167,40.083333333333336,29.706866979599
126.27010101010102,4.0,409.58658834863456,50.46875,36.463348150253296
126.27010101010102,5.0,414.4756773408493,61.052083333333336,38.78448820114136
126.27010101010102,6.0,490.210196361576,59.645833333333336,36.08474612236023
126.27010101010102,7.0,409.9305708952813,48.885416666666664,33.562737226486206
126.27010101010102,8.0,490.06300876442646,60.375,38.22398495674133
126.27010101010102,9.0,434.2647561887381,49.177083333333336,36.63155817985535
126.27010101010102,10.0,484.88254342148065,48.197916666666664,33.21725511550903
131.32050505050506,1.0,406.16259726760086,49.0,39.52466106414795
131.32050505050506,2.0,409.3430145516396,50.125,35.44638681411743
131.32050505050506,3.0,493.52470595501416,59.53125,36.32413721084595
131.32050505050506,4.0,490.3270742481119,63.875,38.866097927093506
131.32050505050506,5.0,484.76476864175254,45.0,33.38206219673157
131.32050505050506,6.0,489.3910471712972,57.21875,38.35771179199219
131.32050505050506,7.0,495.00228706763767,70.16666666666667,36.93415307998657
131.32050505050506,8.0,493.5228606294281,62.552083333333336,37.753514766693115
131.32050505050506,9.0,409.67487842522206,51.979166666666664,35.60546684265137
131.32050505050506,10.0,490.1177744227929,57.041666666666664,35.50744295120239
136.3709090909091,1.0,493.94006573994614,61.708333333333336,36.40472888946533
136.3709090909091,2.0,488.880723366233,55.177083333333336,36.09507417678833
136.3709090909091,3.0,489.37243587432204,57.104166666666664,43.77904987335205
136.3709090909091,4.0,489.302952521294,55.427083333333336,36.96336913108826
136.3709090909091,5.0,488.986928629648,54.302083333333336,36.372678995132446
136.3709090909091,6.0,489.9056696634125,66.3125,40.900017976760864
136.3709090909091,7.0,489.10129291208904,55.697916666666664,33.87753987312317
136.3709090909091,8.0,493.97070637253154,61.510416666666664,37.20298194885254
136.3709090909091,9.0,489.03081323082415,51.71875,32.72244906425476
136.3709090909091,10.0,493.8241109919172,58.291666666666664,35.8968780040741
141.42131313131313,1.0,494.0575001431087,64.29166666666667,39.15321397781372
141.42131313131313,2.0,494.59126578832195,70.08333333333333,36.98064994812012
141.42131313131313,3.0,490.1004801400333,63.375,36.80801200866699
141.42131313131313,4.0,494.81610118290683,64.85416666666667,35.165963888168335
141.42131313131313,5.0,493.88739597360234,63.583333333333336,36.36912393569946
141.42131313131313,6.0,493.78724693173916,62.770833333333336,36.23553991317749
141.42131313131313,7.0,489.35063047193654,54.40625,33.978184938430786
141.42131313131313,8.0,494.76986361121,74.78125,38.08509302139282
141.42131313131313,9.0,493.8598774928654,64.30208333333333,37.12824082374573
