max_size,average_cost,num_iters,time
2.0,736.0736634037219,147.92708333333334,175.68438911437988
3.0,731.0404827791953,769.7916666666666,1140.8706691265106
4.0,728.191436093153,3493.8229166666665,6276.111175060272
5.0,722.3111031095518,14707.302083333334,17416.621322870255
6.0,715.8770186765606,6295.135416666667,14597.178886175156
7.0,713.9724480225537,9117.5625,24362.20303297043
