h,mean_ratio_opt,mean_ratio_opt_kb
4,0.0348015868018259,0.034519020298438105
8,0.03813473045696594,0.037993931485031766
16,9.930224421263274,4.339789614907497
32,7.420405002856363,2.5993064749202386
